,resto_id,name,cuisine_type,is_official,lat,long,location,average_price,overall_rating,rating_rasa,rating_suasana,rating_harga_rasa,rating_pelayanan,rating_kebersihan,open_time,payment_method,wifi,delivery,smoking_area,outdor_area,24hour,100%_halal,VIP_room,reservation,parking_area,alcohol,vegetarian
1164,16424019191492,Boemi Pawon,[ Indonesia ],False,-6.914965,107.625905," Jl. Gandapura No. 33, Riau, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (09:00 - 23:00), Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,no,no,yes,no,yes,yes,no,no
1165,1642401919851597,Social Garage,[ Kafe ],False,-6.91374,107.629018," Jl. LLRE Martadinata No. 156 - 158, Riau, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.4,3.0,4.0,3.0,3.0,4.0,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,yes,no
1166,1642401921462034,Pisetta,[ Dessert ],False,-6.905232,107.623096," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,3.2,4.0,3.0,3.0,3.0,3.0,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (10:00 - 22:30)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1167,1642401923119073,MyStrudels,[ Toko Kue ],False,-6.90614,107.616619," Jl. LLRE Martadinata No. 61 (Depan FO The Outfit), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (09:00 - 22:00),"Tunai,Visa,Master,Debet",no,no,yes,no,no,yes,no,no,yes,no,no
1168,1642401923719185,Mix Juice,[ Minuman ],False,-6.90792,107.615902," Jl. Ambon (Depan GOR Saparua), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (07:00 - 14:00),Tunai,no,no,yes,no,no,yes,no,no,yes,no,no
1169,1642401924415522,Lumpia Basah Tahya,[ Indonesia ],False,-6.906636,107.612155," Riau Junction, Lantai 3, Foodlife Jl. LLRE Martadinata No. 17 - 21, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (09:00 - 21:00),"Tunai,Visa,Master,Debet",no,no,yes,no,no,yes,no,no,yes,no,no
1170,1642401925041216,Armor Kopi,[ Kafe ],False,-6.91571,107.634347," Jl. Sukabumi No. 53, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (10:00 - 22:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1171,1642401925671638,Surabi Arab,[ Indonesia ],False,-6.906964,107.614034," Jl. Ternate No. 10, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (18:00 - 24:00),Tunai,no,no,yes,no,no,yes,no,no,no,no,no
1172,1642401926602765,Pempek Ratu,[ Indonesia ],False,-6.905067,107.623083," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)","Tunai,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,yes,no,no
1173,1642401927327266,Martabak Sakura,[ Indonesia ],False,-6.9067063,107.6122373," Riau Junction, Lantai Ground Jl. LLRE Martadinata No. 17 - 21, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (09:00 - 22:00),"Tunai,Visa,Master,Debet",no,no,no,no,no,yes,no,no,yes,no,no
1174,1642401927963745,Ternate Dessert,[ Dessert ],False,-6.90716,107.614031," Jl. Ternate No. 10, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 22:00)",Tunai,no,no,yes,yes,no,yes,no,no,no,no,no
1175,1642401928639059,Nasi Pizza,"[ Italia,Indonesia ]",False,-6.905067,107.623083," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)","Tunai,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,yes,no,no
1176,1642401929316293,Zuppa Zuppa 888,,False,-6.907666,107.616175," Jl. Ambon (Depan GOR Saparua), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (06:00 - 11:00),Tunai,no,no,yes,no,no,yes,no,no,no,no,no
1177,1642401929921104,RKK Coffee,[ Kafe ],False,-6.906689,107.614353," Jl. LLRE Martadinata No. 20, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,4.2,5.0,3.0,4.0,5.0,4.0,Senin - Minggu (10:00 - 24:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,no,no,no
1178,1642401931132581,Bolu Bakar Tunggal,[ Toko Kue ],False,-6.9048054,107.6201653," Nangkring Jl. Progo No. 34, Progo, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (11:00 - 22:00),"Tunai,Visa,Master,Debet",yes,no,yes,no,no,yes,no,no,yes,no,no
1179,1642401931878583,Batagor & Siomay Kingsley,[ Indonesia ],False,-6.906667,107.612184," Riau Junction, Lantai Ground Jl. LLRE Martadinata No. 17 - 21, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,4.0,4.0,4.0,4.0,4.0,4.0,Senin - Minggu (09:00 - 21:00),Tunai,no,no,no,no,no,yes,no,no,yes,no,no
1180,164240193328254,Core Burger,[ Barat ],False,-6.90716,107.614031," Jl. Ternate No. 10, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,4.2,4.0,5.0,5.0,4.0,3.0,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 22:00)",Tunai,no,no,yes,yes,no,yes,no,no,no,no,no
